Series Name,Series Code,Country Name,Country Code,1990 [YR1990],2000 [YR2000],2010 [YR2010],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018]
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Peru,PER,..,4.400737,4.71963984,5.26480404,..,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Philippines,PHL,..,3.15481392,4.31276246,4.41351594,..,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Poland,POL,..,5.29816661,6.41907151,6.34723395,..,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Portugal,PRT,..,8.3748018,9.81947515,8.97237559,..,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Puerto Rico,PRI,..,..,..,..,..,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Qatar,QAT,..,2.00865208,1.7892391,3.05900331,..,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Romania,ROU,..,4.18793437,5.70801251,4.95441798,..,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Russian Federation,RUS,..,5.37845639,5.27864189,5.56294786,..,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Rwanda,RWA,..,4.63404292,9.32984973,7.89529324,..,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Samoa,WSM,..,5.52335062,5.27726599,5.57923021,..,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,San Marino,SMR,..,5.13960781,5.77979974,6.81131302,..,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Sao Tome and Principe,STP,..,9.74129079,5.33266006,9.84274001,..,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Saudi Arabia,SAU,..,4.23557681,3.49301433,5.83317193,..,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Senegal,SEN,..,4.63365021,4.00881742,3.97026571,..,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Serbia,SRB,..,6.503835,10.09809874,9.40507954,..,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Seychelles,SYC,..,4.61071788,3.58485731,3.39095128,..,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Sierra Leone,SLE,..,9.89326213,9.22345501,18.31858759,..,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Singapore,SGP,..,3.35174174,3.22588651,4.25217534,..,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Sint Maarten (Dutch part),SXM,..,..,..,..,..,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Slovak Republic,SVK,..,5.3125979,7.80112257,6.88594228,..,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Slovenia,SVN,..,7.78388001,8.56162351,8.54318382,..,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Solomon Islands,SLB,..,5.83474607,7.35979564,8.02723945,..,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Somalia,SOM,..,..,..,..,..,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,South Africa,ZAF,..,7.43741985,7.41535682,8.20115459,..,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,South Sudan,SSD,..,..,..,2.53095944,..,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Spain,ESP,..,6.8160619,9.02218513,9.16537519,..,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Sri Lanka,LKA,..,4.13727547,2.9710642,2.96601516,..,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,St. Kitts and Nevis,KNA,..,4.75361293,5.72687065,5.61781828,..,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,St. Lucia,LCA,..,4.94221461,6.62183119,5.96353828,..,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,St. Martin (French part),MAF,..,..,..,..,..,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,St. Vincent and the Grenadines,VCT,..,3.82590545,4.44083374,4.21448914,..,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Sudan,SDN,..,3.61824712,5.33217759,6.31286382,..,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Suriname,SUR,..,8.43062178,5.44743357,6.54831915,..,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Sweden,SWE,..,7.41244804,8.48640651,11.01207026,..,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Switzerland,CHE,..,9.33847088,10.74184623,12.05701692,..,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Syrian Arab Republic,SYR,..,4.55742769,3.40675402,..,..,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Tajikistan,TJK,..,4.30947492,5.83943391,6.85373543,..,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Tanzania,TZA,..,..,..,6.12306537,..,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Thailand,THA,..,3.19391915,3.626057,3.77148642,..,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Timor-Leste,TLS,..,..,1.3364562,3.09402683,..,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Togo,TGO,..,3.76232816,6.34087197,6.64913046,..,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Tonga,TON,..,4.14492193,4.94986566,5.86010391,..,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Trinidad and Tobago,TTO,..,4.02284632,5.17001777,6.01520913,..,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Tunisia,TUN,..,5.0483437,5.88395597,6.74049066,..,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Turkey,TUR,..,4.62199674,5.053656,4.13853307,..,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Turkmenistan,TKM,..,6.89067586,4.99636017,6.25480615,..,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Turks and Caicos Islands,TCA,..,..,..,..,..,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Tuvalu,TUV,..,24.23930833,14.44752,14.95584059,..,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Uganda,UGA,..,7.95197784,10.74961039,7.30193117,..,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Ukraine,UKR,..,5.30706484,6.35432256,6.13449593,..,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,United Arab Emirates,ARE,..,3.49415404,3.92941728,3.46589995,..,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,United Kingdom,GBR,..,6.01210311,8.50761193,9.87677211,..,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,United States,USA,..,12.50761927,16.3967255,16.83613019,..,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Uruguay,URY,..,9.07993744,8.39210303,9.22392806,..,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Uzbekistan,UZB,..,5.28491598,5.46038348,6.23430295,..,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Vanuatu,VUT,..,1.37371145,2.77452995,3.54945303,..,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,"Venezuela, RB",VEN,..,4.39632111,4.52669424,3.16147665,..,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Vietnam,VNM,..,4.38201002,5.85440514,5.65262156,..,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Virgin Islands (U.S.),VIR,..,..,..,..,..,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,West Bank and Gaza,PSE,..,..,..,..,..,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,"Yemen, Rep.",YEM,..,4.13856617,5.17144739,5.98263363,..,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Zambia,ZMB,..,7.9153634,4.60425329,5.35428737,..,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Zimbabwe,ZWE,..,..,11.606917,10.31719793,..,..,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Afghanistan,AFG,..,..,45.5877498,60.0888133,..,..,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Albania,ALB,..,75.53148121,204.21313716,265.90323579,..,..,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Algeria,DZA,..,61.30289032,228.39954356,291.63589757,..,..,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,American Samoa,ASM,..,..,..,..,..,..,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Andorra,AND,..,2050.64753176,4595.7141947,4315.6983093,..,..,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Angola,AGO,..,13.90328266,96.7489729,108.55953548,..,..,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Antigua and Barbuda,ATG,..,381.07594578,672.80013318,657.17268964,..,..,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Argentina,ARG,..,418.39769168,698.60349564,997.93137533,..,..,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Armenia,ARM,..,40.51081708,169.42145503,366.04924783,..,..,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Aruba,ABW,..,..,..,..,..,..,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Australia,AUS,..,1632.42002543,4952.77614737,4934.04741844,..,..,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Austria,AUT,..,2263.49045728,4724.73846334,4536.07743684,..,..,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Azerbaijan,AZE,..,24.90492372,287.408308,368.33935268,..,..,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,"Bahamas, The",BHS,..,1084.29285978,1632.33859525,1685.46006339,..,..,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Bahrain,BHR,..,466.70829073,680.97471882,1190.04159217,..,..,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Bangladesh,BGD,..,8.30501829,20.17736083,31.84148833,..,..,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Barbados,BRB,..,604.82897837,1102.69409532,1160.1541884,..,..,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Belarus,BLR,..,57.36072665,306.24476387,351.82492621,..,..,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Belgium,BEL,..,1843.17621667,4401.46829167,4228.31494612,..,..,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Belize,BLZ,..,132.6150557,252.5309445,301.19648605,..,..,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Benin,BEN,..,15.98766801,31.14833493,31.29439157,..,..,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Bermuda,BMU,..,..,..,..,..,..,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Bhutan,BTN,..,31.73610558,69.29039265,91.11436398,..,..,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Bolivia,BOL,..,43.53687792,100.97514854,197.25876865,..,..,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Bosnia and Herzegovina,BIH,..,105.00780357,417.0076166,431.22260851,..,..,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Botswana,BWA,..,194.81464911,380.96642295,389.37098204,..,..,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Brazil,BRA,..,313.06758731,894.94141894,780.39598216,..,..,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,British Virgin Islands,VGB,..,..,..,..,..,..,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Brunei Darussalam,BRN,..,508.43238975,803.49381215,812.21175713,..,..,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Bulgaria,BGR,..,94.49745062,484.75228659,572.04491187,..,..,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Burkina Faso,BFA,..,7.52564316,33.91081732,33.44341877,..,..,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Burundi,BDI,..,9.19021575,26.13816583,24.28560168,..,..,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Cabo Verde,CPV,..,60.06092816,148.26807282,145.82593282,..,..,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Cambodia,KHM,..,19.32120027,54.45417894,69.58503779,..,..,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Cameroon,CMR,..,26.29117421,58.96177642,63.62799174,..,..,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Canada,CAN,..,1998.63443292,4987.5486815,4507.55051893,..,..,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Cayman Islands,CYM,..,..,..,..,..,..,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Central African Republic,CAF,..,8.54768307,16.96249566,16.63966262,..,..,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Chad,TCD,..,10.2435743,36.48620983,35.56909713,..,..,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Channel Islands,CHI,..,..,..,..,..,..,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Chile,CHL,..,358.82542876,871.26344206,1101.96365192,..,..,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,China,CHN,..,42.50947428,198.87478808,425.63329415,..,..,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Colombia,COL,..,135.33445092,384.04702232,374.23638765,..,..,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Comoros,COM,..,45.55098359,67.2999094,58.54066223,..,..,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,"Congo, Dem. Rep.",COD,..,18.44459166,12.85738813,19.7532499,..,..,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,"Congo, Rep.",COG,..,16.90870229,55.44844074,58.7927279,..,..,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Costa Rica,CRI,..,249.12867013,663.86061061,929.11497446,..,..,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Cote d'Ivoire,CIV,..,36.4305262,74.97885684,75.45261707,..,..,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Croatia,HRV,..,370.48324372,1125.41369705,852.08864326,..,..,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Cuba,CUB,..,..,..,..,..,..,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Curacao,CUW,..,..,..,..,..,..,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Cyprus,CYP,..,751.07733246,1958.80212713,1563.31981979,..,..,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Czech Republic,CZE,..,342.92104924,1373.93174869,1284.04679839,..,..,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Denmark,DNK,..,2496.04724147,6036.21556813,5497.39154311,..,..,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Djibouti,DJI,..,31.95798485,55.47851004,81.72909389,..,..,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Dominica,DMA,..,225.42709664,349.85665257,383.65013062,..,..,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Dominican Republic,DOM,..,115.39918706,299.65610197,396.69252242,..,..,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Ecuador,ECU,..,48.09148044,350.17932816,530.10836905,..,..,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,"Egypt, Arab Rep.",EGY,..,72.52476666,111.43534955,156.6371314,..,..,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,El Salvador,SLV,..,178.79462665,240.24166267,283.15663041,..,..,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Equatorial Guinea,GNQ,..,50.7635907,262.51626184,279.99814986,..,..,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Eritrea,ERI,..,11.75298588,17.70877475,30.93640001,..,..,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Estonia,EST,..,210.35264887,927.70964907,1112.00926866,..,..,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Eswatini,SWZ,..,75.47778697,313.21313673,232.71534771,..,..,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Ethiopia,ETH,..,5.35950235,16.79140775,24.27819125,..,..,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Faroe Islands,FRO,..,..,..,..,..,..,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Fiji,FJI,..,77.00412095,135.16206564,174.93390925,..,..,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Finland,FIN,..,1658.07228213,4097.55197179,4005.48323454,..,..,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,France,FRA,..,2156.483253,4385.42986388,4026.14717919,..,..,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,French Polynesia,PYF,..,..,..,..,..,..,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Gabon,GAB,..,119.37049729,216.71412151,197.94471527,..,..,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,"Gambia, The",GMB,..,23.00798367,32.28450882,31.87894155,..,..,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Georgia,GEO,..,47.90107049,262.52672103,280.91286581,..,..,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Germany,DEU,..,2355.46583039,4696.73770235,4591.84609594,..,..,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Ghana,GHA,..,21.85015629,85.54368917,79.5882796,..,..,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Gibraltar,GIB,..,..,..,..,..,..,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Greece,GRC,..,885.41046076,2573.82245252,1504.75969654,..,..,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Greenland,GRL,..,..,..,..,..,..,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Grenada,GRD,..,261.02693686,451.52796309,460.2756196,..,..,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Guam,GUM,..,..,..,..,..,..,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Guatemala,GTM,..,85.80756349,181.12022315,224.38026443,..,..,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Guinea,GIN,..,16.95452491,19.50076044,25.13424009,..,..,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Guinea-Bissau,GNB,..,21.17351847,33.54942086,39.4753081,..,..,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Guyana,GUY,..,41.45058204,140.57475922,184.45253834,..,..,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Haiti,HTI,..,29.61171986,68.53236416,53.57394448,..,..,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Honduras,HND,..,68.94953567,159.00027043,176.61324708,..,..,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,"Hong Kong SAR, China",HKG,..,..,..,..,..,..,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Hungary,HUN,..,313.10856865,983.11070446,893.65445679,..,..,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Iceland,ISL,..,2866.02980469,3671.4160831,4375.36945171,..,..,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,India,IND,..,18.56432338,45.25077162,63.31774153,..,..,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Indonesia,IDN,..,15.64395992,107.49196512,111.76174384,..,..,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,"Iran, Islamic Rep.",IRN,..,80.23736803,440.8524948,365.98222838,..,..,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Iraq,IRQ,..,..,145.4638422,154.47749304,..,..,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Ireland,IRL,..,1560.95054223,5128.45057985,4757.11754822,..,..,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Isle of Man,IMN,..,..,..,..,..,..,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Israel,ISR,..,1496.87949134,2218.40252632,2756.11712474,..,..,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Italy,ITA,..,1520.45364184,3214.54628245,2700.42580027,..,..,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Jamaica,JAM,..,195.53064997,252.35383658,294.26110562,..,..,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Japan,JPN,..,2740.46502465,4060.19008346,3732.56226583,..,..,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Jordan,JOR,..,159.75150979,308.65789917,257.41551909,..,..,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Kazakhstan,KAZ,..,50.54331498,363.90600784,379.07636534,..,..,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Kenya,KEN,..,21.20380056,61.91234767,70.06302021,..,..,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Kiribati,KIR,..,68.88175575,139.88841386,108.38028845,..,..,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,"Korea, Dem. People’s Rep.",PRK,..,..,..,..,..,..,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,"Korea, Rep.",KOR,..,473.916029,1436.75407064,2012.74409472,..,..,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Kosovo,XKX,..,..,..,..,..,..,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Kuwait,KWT,..,462.58906924,1061.36561692,1168.82847829,..,..,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Kyrgyz Republic,KGZ,..,12.29035324,62.59442546,92.07670398,..,..,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Lao PDR,LAO,..,14.45117341,34.98007331,52.98525778,..,..,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Latvia,LVA,..,258.77792268,972.90414828,783.84565744,..,..,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Lebanon,LBN,..,569.09689711,659.3505459,645.1717088,..,..,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Lesotho,LSO,..,28.54430168,79.71178656,90.85011948,..,..,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Liberia,LBR,..,7.0073773,32.67554342,69.29014961,..,..,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Libya,LBY,..,244.77279338,400.51177365,..,..,..,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Liechtenstein,LIE,..,..,..,..,..,..,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Lithuania,LTU,..,204.39205708,805.05589344,923.27482019,..,..,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Luxembourg,LUX,..,2894.01093386,7451.57472053,6236.00083787,..,..,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,"Macao SAR, China",MAC,..,..,..,..,..,..,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,"Macedonia, FYR",MKD,..,71.56326664,316.33325275,295.42224643,..,..,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Madagascar,MDG,..,13.14799085,22.15276623,21.0450533,..,..,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Malawi,MWI,..,6.67100979,33.22835282,34.22346802,..,..,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Malaysia,MYS,..,105.765963,302.01106452,385.6203588,..,..,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Maldives,MDV,..,163.73212436,593.78223757,943.94367337,..,..,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Mali,MLI,..,13.74384831,31.3685016,42.29922694,..,..,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Malta,MLT,..,641.21715165,1733.07004435,2304.17981606,..,..,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Marshall Islands,MHL,..,535.25040741,607.47156891,747.02394611,..,..,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Mauritania,MRT,..,21.30858281,40.07497643,53.61152863,..,..,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Mauritius,MUS,..,118.97705666,367.12080182,506.07652423,..,..,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Mexico,MEX,..,309.63326362,538.74476692,534.81092964,..,..,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,"Micronesia, Fed. Sts.",FSM,..,168.4108087,371.0398008,394.87728975,..,..,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Moldova,MDA,..,20.54646872,198.27400634,186.43476094,..,..,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Monaco,MCO,..,1410.94715588,3369.75291327,3315.81690075,..,..,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Mongolia,MNG,..,27.46350157,96.02804535,152.45738485,..,..,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Montenegro,MNE,..,107.96035363,388.18898541,382.08421368,..,..,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Morocco,MAR,..,53.58208131,168.66401168,159.77302509,..,..,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Mozambique,MOZ,..,9.88546714,21.45723117,28.29781169,..,..,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Myanmar,MMR,..,3.34035186,15.33668661,59.12304205,..,..,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Namibia,NAM,..,207.45611252,491.50411028,423.07045216,..,..,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Nauru,NRU,..,292.02987906,664.61373625,812.02815337,..,..,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Nepal,NPL,..,8.62558028,29.9717974,44.4173729,..,..,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Netherlands,NLD,..,1836.19630649,5249.39348196,4746.01398878,..,..,..
